index,class
8596,0
8597,5
8598,6
8599,0
8600,5
8601,1
8602,0
8603,5
8604,8
8605,0
8606,8
8607,5
8608,5
8609,1
8610,0
8611,2
8612,6
8613,4
8614,6
8615,9
8616,1
8617,9
8618,0
8619,5
8620,2
8621,0
8622,3
8623,2
8624,3
8625,1
8626,2
8627,0
8628,8
8629,6
8630,0
8631,6
8632,5
8633,8
8634,3
8635,1
8636,7
8637,3
8638,5
8639,2
8640,2
8641,0
8642,1
8643,9
8644,7
8645,7
8646,6
8647,8
8648,0
8649,4
8650,0
8651,1
8652,3
8653,6
8654,6
8655,2
8656,9
8657,6
8658,4
8659,4
8660,6
8661,1
8662,9
8663,4
8664,8
8665,4
8666,3
8667,8
8668,2
8669,1
8670,7
8671,0
8672,3
8673,0
8674,2
8675,2
8676,4
8677,6
8678,0
8679,9
8680,6
8681,0
8682,0
8683,5
8684,2
8685,9
8686,7
8687,8
8688,1
8689,5
8690,2
8691,4
8692,2
8693,1
8694,8
8695,7
8696,9
8697,0
8698,4
8699,7
8700,6
8701,3
8702,7
8703,0
8704,3
8705,4
8706,3
8707,9
8708,0
8709,1
8710,1
8711,4
8712,5
8713,4
8714,6
8715,4
8716,6
8717,5
8718,7
8719,3
8720,6
8721,2
8722,8
8723,6
8724,5
8725,5
8726,5
8727,6
8728,6
8729,8
8730,0
8731,1
8732,9
8733,3
8734,7
8735,3
8736,9
8737,4
8738,0
8739,8
8740,9
8741,4
8742,5
8743,2
8744,4
8745,9
8746,1
8747,9
8748,1
8749,6
8750,7
8751,2
8752,2
8753,7
8754,0
8755,4
8756,9
8757,6
8758,0
8759,5
8760,2
8761,1
8762,7
8763,0
8764,3
8765,4
8766,1
8767,0
8768,8
8769,3
8770,5
8771,3
8772,3
8773,7
8774,4
8775,3
8776,3
8777,8
8778,6
8779,6
8780,8
8781,9
8782,8
8783,5
8784,5
8785,9
8786,0
8787,4
8788,8
8789,6
8790,7
8791,8
8792,9
8793,6
8794,2
8795,1
8796,1
8797,7
8798,2
8799,7
8800,6
8801,1
8802,9
8803,1
8804,9
8805,8
8806,8
8807,5
8808,0
8809,3
8810,8
8811,9
8812,6
8813,4
8814,4
8815,4
8816,7
8817,4
8818,2
8819,7
8820,2
8821,6
8822,7
8823,7
8824,8
8825,9
8826,1
8827,3
8828,4
8829,0
8830,5
8831,9
8832,9
8833,2
8834,0
8835,2
8836,6
8837,4
8838,3
8839,0
8840,0
8841,5
8842,9
8843,1
8844,7
8845,5
8846,6
8847,0
8848,3
8849,8
8850,4
8851,2
8852,9
8853,9
8854,4
8855,6
8856,1
8857,9
8858,7
8859,8
8860,1
8861,0
8862,8
8863,6
8864,0
8865,6
8866,4
8867,9
8868,7
8869,8
8870,0
8871,0
8872,9
8873,5
8874,8
8875,3
8876,6
8877,0
8878,8
8879,7
8880,7
8881,5
8882,2
8883,9
8884,0
8885,6
8886,0
8887,0
8888,5
8889,8
8890,8
8891,3
8892,9
8893,4
8894,5
8895,3
8896,3
8897,1
8898,6
8899,0
8900,5
8901,4
8902,1
8903,7
8904,8
8905,8
8906,3
8907,1
8908,2
8909,0
8910,0
8911,2
8912,5
8913,5
8914,4
8915,6
8916,9
8917,6
8918,4
8919,5
8920,0
8921,6
8922,4
8923,8
8924,5
8925,9
8926,6
8927,6
8928,0
8929,4
8930,0
8931,0
8932,6
8933,2
8934,2
8935,4
8936,7
8937,1
8938,3
8939,7
8940,0
8941,7
8942,9
8943,7
8944,5
8945,2
8946,7
8947,1
8948,8
8949,8
8950,0
8951,6
8952,6
8953,8
8954,5
8955,6
8956,3
8957,6
8958,7
8959,9
8960,7
8961,7
8962,3
8963,6
8964,8
8965,0
8966,2
8967,9
8968,1
8969,2
8970,7
8971,1
8972,0
8973,8
8974,1
8975,4
8976,3
8977,6
8978,5
8979,4
8980,9
8981,7
8982,4
8983,5
8984,2
8985,5
8986,8
8987,5
8988,4
8989,5
8990,5
8991,9
8992,6
8993,6
8994,1
8995,0
8996,5
8997,6
8998,2
8999,8
9000,5
9001,5
9002,8
9003,3
9004,1
9005,7
9006,9
9007,0
9008,5
9009,6
9010,8
9011,2
9012,1
9013,7
9014,4
9015,2
9016,0
9017,6
9018,6
9019,7
9020,7
9021,2
9022,2
9023,6
9024,9
9025,5
9026,8
9027,6
9028,1
9029,7
9030,9
9031,7
9032,9
9033,4
9034,1
9035,6
9036,4
9037,4
9038,1
9039,3
9040,3
9041,4
9042,5
9043,0
9044,9
9045,7
9046,3
9047,5
9048,1
9049,4
9050,6
9051,9
9052,4
9053,6
9054,1
9055,8
9056,8
9057,9
9058,1
9059,4
9060,6
9061,9
9062,6
9063,7
9064,0
9065,1
9066,7
9067,8
9068,1
9069,8
9070,0
9071,9
9072,9
9073,7
9074,7
9075,7
9076,2
9077,7
9078,4
9079,0
9080,6
9081,6
9082,6
9083,9
9084,1
9085,0
9086,3
9087,9
9088,6
9089,7
9090,3
9091,2
9092,8
9093,9
9094,7
9095,4
9096,6
9097,3
9098,5
9099,7
9100,5
9101,8
9102,4
9103,4
9104,2
9105,3
9106,5
9107,5
9108,4
9109,1
9110,4
9111,8
9112,5
9113,2
9114,4
9115,8
9116,4
9117,5
9118,0
9119,0
9120,5
9121,0
9122,5
9123,4
9124,2
9125,7
9126,0
9127,3
9128,5
9129,2
9130,7
9131,6
9132,3
9133,5
9134,1
9135,9
9136,8
9137,6
9138,6
9139,7
9140,3
9141,9
9142,0
9143,8
9144,0
9145,5
9146,7
9147,0
9148,5
9149,8
9150,1
9151,6
9152,3
9153,6
9154,2
9155,3
9156,7
9157,1
9158,0
9159,2
9160,1
9161,6
9162,7
9163,1
9164,9
9165,1
9166,1
9167,0
9168,0
9169,5
9170,0
9171,5
9172,5
9173,8
9174,1
9175,0
9176,6
9177,5
9178,1
9179,4
9180,8
9181,9
9182,9
9183,8
9184,3
9185,5
9186,6
9187,6
9188,9
9189,6
9190,6
9191,4
9192,2
9193,5
9194,9
9195,2
9196,0
9197,5
9198,7
9199,7
9200,1
9201,1
9202,0
9203,4
9204,7
9205,6
9206,9
9207,6
9208,2
9209,8
9210,1
9211,4
9212,1
9213,6
9214,8
9215,3
9216,8
9217,8
9218,7
9219,0
9220,8
9221,2
9222,1
9223,3
9224,7
9225,7
9226,4
9227,2
9228,1
9229,1
9230,6
9231,2
9232,9
9233,0
9234,1
9235,2
9236,4
9237,4
9238,0
9239,7
9240,9
9241,6
9242,9
9243,2
9244,9
9245,2
9246,3
9247,2
9248,6
9249,0
9250,8
9251,0
9252,8
9253,4
9254,5
9255,8
9256,9
9257,8
9258,7
9259,2
9260,3
9261,1
9262,0
9263,3
9264,8
9265,2
9266,9
9267,5
9268,6
9269,7
9270,2
9271,5
9272,5
9273,1
9274,1
9275,5
9276,0
9277,7
9278,9
9279,8
9280,0
9281,1
9282,6
9283,6
9284,9
9285,9
9286,1
9287,2
9288,8
9289,2
9290,5
9291,6
9292,9
9293,0
9294,7
9295,9
9296,9
9297,8
9298,5
9299,7
9300,9
9301,5
9302,0
9303,9
9304,6
9305,4
9306,2
9307,0
9308,6
9309,7
9310,6
9311,0
9312,2
9313,7
9314,6
9315,7
9316,7
9317,6
9318,8
9319,3
9320,5
9321,3
9322,3
9323,0
9324,7
9325,8
9326,1
9327,7
9328,8
9329,0
9330,3
9331,1
9332,7
9333,3
9334,5
9335,0
9336,1
9337,9
9338,3
9339,8
9340,2
9341,2
9342,5
9343,5
9344,4
9345,7
9346,6
9347,0
9348,1
9349,6
9350,2
9351,6
9352,8
9353,6
9354,0
9355,8
9356,3
9357,1
9358,6
9359,7
9360,4
9361,6
9362,5
9363,3
9364,1
9365,3
9366,8
9367,1
9368,8
9369,2
9370,5
9371,5
9372,1
9373,7
9374,6
9375,8
9376,1
9377,8
9378,1
9379,8
9380,8
9381,4
9382,3
9383,1
9384,5
9385,8
9386,4
9387,1
9388,2
9389,9
9390,6
9391,7
9392,1
9393,3
9394,1
9395,8
9396,0
9397,1
9398,0
9399,5
9400,1
9401,1
9402,2
9403,4
9404,4
9405,7
9406,0
9407,6
9408,7
9409,5
9410,5
9411,1
9412,7
9413,2
9414,1
9415,1
9416,7
9417,1
9418,7
9419,3
9420,4
9421,9
9422,3
9423,7
9424,0
9425,6
9426,6
9427,5
9428,7
9429,3
9430,6
9431,3
9432,4
9433,7
9434,8
9435,0
9436,4
9437,8
9438,1
9439,2
9440,3
9441,4
9442,0
9443,8
9444,2
9445,0
9446,4
9447,3
9448,4
9449,1
9450,1
9451,1
9452,8
9453,5
9454,2
9455,8
9456,6
9457,1
9458,8
9459,1
9460,6
9461,9
9462,6
9463,7
9464,5
9465,9
9466,5
9467,8
9468,1
9469,4
9470,2
9471,0
9472,4
9473,0
9474,8
9475,4
9476,4
9477,3
9478,0
9479,5
9480,4
9481,7
9482,4
9483,9
9484,5
9485,2
9486,3
9487,1
9488,4
9489,6
9490,8
9491,8
9492,3
9493,9
9494,1
9495,1
9496,9
9497,1
9498,0
9499,0
9500,1
9501,7
9502,5
9503,1
9504,7
9505,2
9506,3
9507,1
9508,9
9509,2
9510,7
9511,4
9512,4
9513,3
9514,8
9515,2
9516,6
9517,8
9518,8
9519,8
9520,3
9521,5
9522,5
9523,2
9524,6
9525,4
9526,0
9527,2
9528,8
9529,0
9530,4
9531,1
9532,8
9533,6
9534,1
9535,3
9536,3
9537,2
9538,9
9539,4
9540,4
9541,0
9542,1
9543,9
9544,2
9545,1
9546,1
9547,5
9548,2
9549,0
9550,1
9551,5
9552,0
9553,7
9554,0
9555,3
9556,6
9557,2
9558,1
9559,4
9560,9
9561,8
9562,3
9563,5
9564,3
9565,3
9566,2
9567,0
9568,0
9569,0
9570,1
9571,8
9572,3
9573,4
9574,5
9575,8
9576,1
9577,3
9578,6
9579,5
9580,8
9581,4
9582,9
9583,8
9584,3
9585,7
9586,9
9587,5
9588,7
9589,4
9590,4
9591,5
9592,1
9593,2
9594,2
9595,7
9596,4
9597,2
9598,8
9599,5
9600,4
9601,0
9602,1
9603,1
9604,3
9605,4
9606,6
9607,2
9608,9
9609,9
9610,7
9611,8
9612,6
9613,1
9614,9
9615,4
9616,8
9617,0
9618,8
9619,2
9620,5
9621,8
9622,9
9623,3
9624,0
9625,0
9626,9
9627,4
9628,8
9629,1
9630,4
9631,6
9632,7
9633,4
9634,5
9635,7
9636,3
9637,0
9638,0
9639,5
9640,3
9641,0
9642,7
9643,0
9644,6
9645,1
9646,0
9647,2
9648,7
9649,9
9650,7
9651,5
9652,2
9653,6
9654,7
9655,4
9656,0
9657,8
9658,2
9659,5
9660,4
9661,2
9662,6
9663,4
9664,8
9665,4
9666,3
9667,4
9668,7
9669,9
9670,7
9671,0
9672,1
9673,4
9674,6
9675,6
9676,3
9677,4
9678,8
9679,4
9680,5
9681,3
9682,3
9683,0
9684,8
9685,6
9686,2
9687,0
9688,0
9689,7
9690,9
9691,3
9692,7
9693,1
9694,4
9695,7
9696,1
9697,9
9698,2
9699,0
9700,7
9701,9
9702,1
9703,5
9704,9
9705,2
9706,1
9707,9
9708,9
9709,2
9710,6
9711,3
9712,9
9713,9
9714,0
9715,3
9716,6
9717,6
9718,6
9719,9
9720,6
9721,5
9722,5
9723,4
9724,6
9725,8
9726,4
9727,3
9728,7
9729,1
9730,0
9731,6
9732,7
9733,9
9734,1
9735,5
9736,5
9737,1
9738,4
9739,9
9740,1
9741,2
9742,8
9743,6
9744,2
9745,5
9746,6
9747,6
9748,4
9749,2
9750,6
9751,9
9752,1
9753,6
9754,8
9755,4
9756,7
9757,1
9758,5
9759,1
9760,1
9761,8
9762,2
9763,3
9764,1
9765,2
9766,9
9767,9
9768,6
9769,5
9770,5
9771,3
9772,7
9773,5
9774,3
9775,3
9776,5
9777,6
9778,8
9779,3
9780,1
9781,1
9782,7
9783,1
9784,1
9785,9
9786,5
9787,8
9788,0
9789,3
9790,1
9791,9
9792,2
9793,3
9794,1
9795,0
9796,5
9797,2
9798,1
9799,0
9800,0
9801,5
9802,2
9803,3
9804,9
9805,4
9806,9
9807,5
9808,6
9809,8
9810,6
9811,5
9812,4
9813,8
9814,2
9815,0
9816,1
9817,4
9818,0
9819,8
9820,9
9821,9
9822,4
9823,9
9824,0
9825,3
9826,8
9827,1
9828,4
9829,9
9830,8
9831,1
9832,2
9833,9
9834,4
9835,8
9836,9
9837,2
9838,5
9839,0
9840,6
9841,9
9842,4
9843,4
9844,3
9845,9
9846,7
9847,0
9848,9
9849,4
9850,0
9851,1
9852,7
9853,8
9854,8
9855,7
9856,7
9857,8
9858,9
9859,3
9860,1
9861,9
9862,9
9863,3
9864,0
9865,6
9866,6
9867,5
9868,2
9869,6
9870,9
9871,3
9872,4
9873,9
9874,8
9875,3
9876,9
9877,6
9878,9
9879,3
9880,2
9881,0
9882,5
9883,7
9884,3
9885,8
9886,8
9887,3
9888,3
9889,1
9890,4
9891,8
9892,3
9893,4
9894,4
9895,4
9896,6
9897,0
9898,5
9899,0
9900,1
9901,7
9902,7
9903,7
9904,3
9905,8
9906,7
9907,4
9908,9
9909,5
9910,3
9911,6
9912,0
9913,4
9914,4
9915,8
9916,6
9917,6
9918,0
9919,1
9920,5
9921,4
9922,2
9923,9
9924,7
9925,3
9926,6
9927,2
9928,7
9929,6
9930,4
9931,4
9932,2
9933,8
9934,8
9935,0
9936,6
9937,5
9938,2
9939,9
9940,7
9941,1
9942,9
9943,4
9944,3
9945,4
9946,2
9947,7
9948,8
9949,1
9950,2
9951,1
9952,8
9953,7
9954,4
9955,8
9956,3
9957,6
9958,9
9959,0
9960,5
9961,0
9962,3
9963,5
9964,0
9965,1
9966,0
9967,4
9968,7
9969,7
9970,0
9971,7
9972,9
9973,7
9974,6
9975,5
9976,4
9977,0
9978,6
9979,8
9980,3
9981,0
9982,1
9983,8
9984,6
9985,7
9986,6
9987,3
9988,4
9989,9
9990,9
9991,4
9992,2
9993,6
9994,9
9995,0
9996,5
9997,0
9998,2
9999,6
